1.000000, 500000000.000000, 600000000, 249999999.238437, 1, 1, 71.316131
1.000000, 500000000.000000, 600000000, 249999999.238644, 1, 2, 35.726918
1.000000, 500000000.000000, 600000000, 249999999.238679, 1, 3, 23.813986
1.000000, 500000000.000000, 600000000, 249999999.238694, 1, 4, 17.868776
1.000000, 500000000.000000, 600000000, 249999999.238585, 1, 5, 14.289433
1.000000, 500000000.000000, 600000000, 249999999.238678, 1, 6, 11.943579
1.000000, 500000000.000000, 600000000, 249999994.887843, 1, 7, 10.241479
1.000000, 500000000.000000, 600000000, 249999999.238691, 1, 8, 8.957355
1.000000, 500000000.000000, 600000000, 249999999.238644, 2, 1, 35.670127
1.000000, 500000000.000000, 600000000, 249999999.238693, 2, 2, 17.859300
1.000000, 500000000.000000, 600000000, 249999999.238684, 2, 3, 12.331565
1.000000, 500000000.000000, 600000000, 249999999.238691, 2, 4, 9.095261
1.000000, 500000000.000000, 600000000, 249999999.238650, 2, 5, 7.144163
1.000000, 500000000.000000, 600000000, 249999999.238664, 2, 6, 6.378924
1.000000, 500000000.000000, 600000000, 249999994.134462, 2, 7, 5.159067
1.000000, 500000000.000000, 600000000, 249999999.238651, 2, 8, 4.502717
1.000000, 500000000.000000, 600000000, 249999999.238684, 3, 1, 23.702809
1.000000, 500000000.000000, 600000000, 249999999.238676, 3, 2, 11.887309
1.000000, 500000000.000000, 600000000, 250000000.377910, 3, 3, 7.925414
1.000000, 500000000.000000, 600000000, 249999999.238663, 3, 4, 5.948621
1.000000, 500000000.000000, 600000000, 249999999.238647, 3, 5, 4.778738
1.000000, 500000000.000000, 600000000, 250000000.377909, 3, 6, 4.238204
1.000000, 500000000.000000, 600000000, 249999996.806788, 3, 7, 3.442277
1.000000, 500000000.000000, 600000000, 249999999.238640, 3, 8, 2.996209
1.000000, 500000000.000000, 600000000, 249999999.238693, 4, 1, 17.802227
1.000000, 500000000.000000, 600000000, 249999999.238691, 4, 2, 8.895240
1.000000, 500000000.000000, 600000000, 249999999.238666, 4, 3, 5.931652
1.000000, 500000000.000000, 600000000, 249999999.238651, 4, 4, 4.450587
1.000000, 500000000.000000, 600000000, 249999999.238666, 4, 5, 3.565195
1.000000, 500000000.000000, 600000000, 249999999.238647, 4, 6, 3.183218
1.000000, 500000000.000000, 600000000, 249999999.622462, 4, 7, 2.584002
1.000000, 500000000.000000, 600000000, 249999999.238634, 4, 8, 2.235862
1.000000, 500000000.000000, 600000000, 249999999.238614, 5, 1, 14.284774
1.000000, 500000000.000000, 600000000, 249999999.238661, 5, 2, 7.152662
1.000000, 500000000.000000, 600000000, 249999999.238655, 5, 3, 4.936496
1.000000, 500000000.000000, 600000000, 249999999.238661, 5, 4, 3.579941
1.000000, 500000000.000000, 600000000, 249999999.238665, 5, 5, 2.996564
1.000000, 500000000.000000, 600000000, 249999999.238661, 5, 6, 2.399987
1.000000, 500000000.000000, 600000000, 249999997.645319, 5, 7, 2.066987
1.000000, 500000000.000000, 600000000, 249999999.238666, 5, 8, 1.807531
1.000000, 500000000.000000, 600000000, 249999999.238693, 6, 1, 11.905073
1.000000, 500000000.000000, 600000000, 249999999.238657, 6, 2, 5.961841
1.000000, 500000000.000000, 600000000, 249999998.716714, 6, 3, 3.978198
1.000000, 500000000.000000, 600000000, 249999999.238650, 6, 4, 3.055978
1.000000, 500000000.000000, 600000000, 249999999.238660, 6, 5, 2.392643
1.000000, 500000000.000000, 600000000, 249999995.707402, 6, 6, 2.122472
1.000000, 500000000.000000, 600000000, 250000000.142837, 6, 7, 1.724569
1.000000, 500000000.000000, 600000000, 249999999.238659, 6, 8, 1.506161
1.000000, 500000000.000000, 600000000, 249999999.238659, 7, 1, 10.204584
1.000000, 500000000.000000, 600000000, 249999996.767103, 7, 2, 5.112365
1.000000, 500000000.000000, 600000000, 249999996.767118, 7, 3, 3.531263
1.000000, 500000000.000000, 600000000, 249999996.767107, 7, 4, 2.560771
1.000000, 500000000.000000, 600000000, 249999999.238637, 7, 5, 2.139631
1.000000, 500000000.000000, 600000000, 249999996.767097, 7, 6, 1.716752
1.000000, 500000000.000000, 600000000, 249999980.132042, 7, 7, 1.482293
1.000000, 500000000.000000, 600000000, 249999981.398432, 7, 8, 1.306251
1.000000, 500000000.000000, 600000000, 249999999.238691, 8, 1, 8.932250
1.000000, 500000000.000000, 600000000, 249999999.238651, 8, 2, 4.476259
1.000000, 500000000.000000, 600000000, 249999999.238629, 8, 3, 3.074002
1.000000, 500000000.000000, 600000000, 249999999.238634, 8, 4, 2.245185
1.000000, 500000000.000000, 600000000, 249999999.238661, 8, 5, 1.796855
1.000000, 500000000.000000, 600000000, 249999999.238641, 8, 6, 1.555511
1.000000, 500000000.000000, 600000000, 249999987.589059, 8, 7, 1.293233
1.000000, 500000000.000000, 600000000, 249999999.238640, 8, 8, 1.158175
